Username,Datetime,Tweet,Clean,Normalize,Lowercase,Stopword,Hasil
Arenanews1,2022-04-24 14:04:36+00:00,FIFA Apresiasi Persiapan Indonesia Jadi Tuan Rumah Piala Dunia U-20 2023 By Okezone  - https://t.co/VBOEM4lrB1,FIFA Apresiasi Persiapan Indonesia Jadi Tuan Rumah Piala Dunia  By Okezone,"['FIFA', 'Apresiasi', 'Persiapan', 'Indonesia', 'Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'By', 'Okezone']","['fifa', 'apresiasi', 'persiapan', 'indonesia', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'by', 'okezone']","['fifa', 'apresiasi', 'persiapan', 'indonesia', 'tuan', 'rumah', 'piala', 'by', 'okezone']",fifa apresiasi persiapan indonesia tuan rumah piala by okezone
jamindependent,2022-04-23 06:00:16+00:00,"Indonesia Siap Jadi Tuan Rumah Piala Dunia U-20, PSSI Mulai Bersiap https://t.co/8n8zzJ5QBF https://t.co/d9oDHc9sVJ",Indonesia Siap Jadi Tuan Rumah Piala Dunia PSSI Mulai Bersiap,"['Indonesia', 'Siap', 'Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'PSSI', 'Mulai', 'Bersiap']","['indonesia', 'siap', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'pssi', 'mulai', 'bersiap']","['indonesia', 'tuan', 'rumah', 'piala', 'pssi']",indonesia tuan rumah piala pssi
suryakabar,2022-04-22 12:10:39+00:00,"PSSI Jatim Gelar Piala Wali Kota, Test Event Jelang Tuan Rumah Piala Dunia U-20 2023 https://t.co/UcIqG9GqoZ",PSSI Jatim Gelar Piala Wali Kota Test Event Jelang Tuan Rumah Piala Dunia ,"['PSSI', 'Jatim', 'Gelar', 'Piala', 'Wali', 'Kota', 'Test', 'Event', 'Jelang', 'Tuan', 'Rumah', 'Piala', 'Dunia']","['pssi', 'jatim', 'gelar', 'piala', 'wali', 'kota', 'test', 'event', 'jelang', 'tuan', 'rumah', 'piala', 'dunia']","['pssi', 'jatim', 'gelar', 'piala', 'wali', 'kota', 'test', 'event', 'jelang', 'tuan', 'rumah', 'piala']",pssi jatim gelar piala wali kota test event jelang tuan rumah piala
kompas_bola_com,2022-04-22 07:42:42+00:00,"Jadi Tuan Rumah Piala Dunia U-20 2023, FIFA mengapresiasi Persiapan Indonesia https://t.co/DKkUF4h9rn",Jadi Tuan Rumah Piala Dunia  FIFA mengapresiasi Persiapan Indonesia,"['Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'FIFA', 'mengapresiasi', 'Persiapan', 'Indonesia']","['jadi', 'tuan', 'rumah', 'piala', 'dunia', 'fifa', 'mengapresiasi', 'persiapan', 'indonesia']","['tuan', 'rumah', 'piala', 'fifa', 'mengapresiasi', 'persiapan', 'indonesia']",tuan rumah piala fifa mengapresiasi persiapan indonesia
Mableo1Brien,2022-04-22 07:02:37+00:00,Indonesia akan menjadi Tuan Rumah Piala Dunia U-20 2023,Indonesia akan menjadi Tuan Rumah Piala Dunia ,"['Indonesia', 'akan', 'menjadi', 'Tuan', 'Rumah', 'Piala', 'Dunia']","['indonesia', 'akan', 'menjadi', 'tuan', 'rumah', 'piala', 'dunia']","['indonesia', 'tuan', 'rumah', 'piala']",indonesia tuan rumah piala
sportstarsdotid,2022-04-22 06:34:54+00:00,"Kemenpora pastikan kesiapan Indonesia sebagai tuan rumah Piala Dunia U-20 2023
https://t.co/mBjOaOVuXH",Kemenpora pastikan kesiapan Indonesia sebagai tuan rumah Piala Dunia ,"['Kemenpora', 'pastikan', 'kesiapan', 'Indonesia', 'sebagai', 'tuan', 'rumah', 'Piala', 'Dunia']","['kemenpora', 'pastikan', 'kesiapan', 'indonesia', 'sebagai', 'tuan', 'rumah', 'piala', 'dunia']","['kemenpora', 'pastikan', 'kesiapan', 'indonesia', 'tuan', 'rumah', 'piala']",kemenpora pastikan kesiapan indonesia tuan rumah piala
matamilenialID,2022-04-22 03:30:00+00:00,"FIFA, PSSI, dan Kemenpora Bahas Kesiapan Indonesia Tuan Rumah Piala Dunia U-20

Baca selengkapnya disini
https://t.co/UhTP9blHFk

#MataIndonesia #FIFA #PSSI #Kemenpora #PialaDuniaU20",FIFA PSSI dan Kemenpora Bahas Kesiapan Indonesia Tuan Rumah Piala Dunia Baca selengkapnya disini MataIndonesia FIFA PSSI Kemenpora PialaDunia,"['FIFA', 'PSSI', 'dan', 'Kemenpora', 'Bahas', 'Kesiapan', 'Indonesia', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'Baca', 'selengkapnya', 'disini', 'MataIndonesia', 'FIFA', 'PSSI', 'Kemenpora', 'PialaDunia']","['fifa', 'pssi', 'dan', 'kemenpora', 'bahas', 'kesiapan', 'indonesia', 'tuan', 'rumah', 'piala', 'dunia', 'baca', 'selengkapnya', 'disini', 'mataindonesia', 'fifa', 'pssi', 'kemenpora', 'pialadunia']","['fifa', 'pssi', 'kemenpora', 'bahas', 'kesiapan', 'indonesia', 'tuan', 'rumah', 'piala', 'baca', 'selengkapnya', 'mataindonesia', 'fifa', 'pssi', 'kemenpora', 'pialadunia']",fifa pssi kemenpora bahas kesiapan indonesia tuan rumah piala baca selengkapnya mataindonesia fifa pssi kemenpora pialadunia
okezonenews,2022-04-22 03:20:00+00:00,"FIFA Apresiasi Persiapan Indonesia Jadi Tuan Rumah Piala Dunia U-20 2023

https://t.co/qBpXhv1Jy6",FIFA Apresiasi Persiapan Indonesia Jadi Tuan Rumah Piala Dunia ,"['FIFA', 'Apresiasi', 'Persiapan', 'Indonesia', 'Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia']","['fifa', 'apresiasi', 'persiapan', 'indonesia', 'jadi', 'tuan', 'rumah', 'piala', 'dunia']","['fifa', 'apresiasi', 'persiapan', 'indonesia', 'tuan', 'rumah', 'piala']",fifa apresiasi persiapan indonesia tuan rumah piala
sportstarsdotid,2022-04-22 00:01:16+00:00,"FIFA qpresiasi persiapan Indonesia sebagai tuan rumah Piala Dunia U-20 2023
https://t.co/97YU4ASAwK",FIFA qpresiasi persiapan Indonesia sebagai tuan rumah Piala Dunia ,"['FIFA', 'qpresiasi', 'persiapan', 'Indonesia', 'sebagai', 'tuan', 'rumah', 'Piala', 'Dunia']","['fifa', 'qpresiasi', 'persiapan', 'indonesia', 'sebagai', 'tuan', 'rumah', 'piala', 'dunia']","['fifa', 'qpresiasi', 'persiapan', 'indonesia', 'tuan', 'rumah', 'piala']",fifa qpresiasi persiapan indonesia tuan rumah piala
21BeritaTerkini,2022-04-21 19:42:35+00:00,"Indonesia Jadi Tuan Rumah Piala Dunia U-20 2023, Kemenpora Beberkan Progres Kesiapannya : Okezone Bola https://t.co/mfx6wKxLMy",Indonesia Jadi Tuan Rumah Piala Dunia  Kemenpora Beberkan Progres Kesiapannya Okezone Bola,"['Indonesia', 'Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'Kemenpora', 'Beberkan', 'Progres', 'Kesiapannya', 'Okezone', 'Bola']","['indonesia', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'kemenpora', 'beberkan', 'progres', 'kesiapannya', 'okezone', 'bola']","['indonesia', 'tuan', 'rumah', 'piala', 'kemenpora', 'beberkan', 'progres', 'kesiapannya', 'okezone', 'bola']",indonesia tuan rumah piala kemenpora beberkan progres kesiapannya okezone bola
amelamalia2088,2022-04-21 13:36:02+00:00,"Kemenpora Gelar Rakor Bersama PSSI dan Lintas Kementerian, Bahas Progres Kesiapan Tuan Rumah Piala Dunia U-20 2023 https://t.co/M8yF6fVbeb lewat @Kanalnews1 @KEMENPORA_RI",Kemenpora Gelar Rakor Bersama PSSI dan Lintas Kementerian Bahas Progres Kesiapan Tuan Rumah Piala Dunia  lewat,"['Kemenpora', 'Gelar', 'Rakor', 'Bersama', 'PSSI', 'dan', 'Lintas', 'Kementerian', 'Bahas', 'Progres', 'Kesiapan', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'lewat']","['kemenpora', 'gelar', 'rakor', 'bersama', 'pssi', 'dan', 'lintas', 'kementerian', 'bahas', 'progres', 'kesiapan', 'tuan', 'rumah', 'piala', 'dunia', 'lewat']","['kemenpora', 'gelar', 'rakor', 'pssi', 'lintas', 'kementerian', 'bahas', 'progres', 'kesiapan', 'tuan', 'rumah', 'piala']",kemenpora gelar rakor pssi lintas kementerian bahas progres kesiapan tuan rumah piala
sportstarsdotid,2022-04-16 05:00:01+00:00,"Indonesia resmi ditunjuk sebagai tuan rumah Piala Dunia U-20 2023
https://t.co/g7yxa5cwOp",Indonesia resmi ditunjuk sebagai tuan rumah Piala Dunia ,"['Indonesia', 'resmi', 'ditunjuk', 'sebagai', 'tuan', 'rumah', 'Piala', 'Dunia']","['indonesia', 'resmi', 'ditunjuk', 'sebagai', 'tuan', 'rumah', 'piala', 'dunia']","['indonesia', 'resmi', 'tuan', 'rumah', 'piala']",indonesia resmi tuan rumah piala
betty_cricket,2022-04-15 23:26:21+00:00,"Indonesia tuan rumah kemenpora dan PSSI mematangkan persiapan Piala Dunia u-20 2023
#BerjuangMembangunNegeri https://t.co/FjbDLTP1Yr",Indonesia tuan rumah kemenpora dan PSSI mematangkan persiapan Piala Dunia u   BerjuangMembangunNegeri,"['Indonesia', 'tuan', 'rumah', 'kemenpora', 'dan', 'PSSI', 'mematangkan', 'persiapan', 'Piala', 'Dunia', 'kamu', 'BerjuangMembangunNegeri']","['indonesia', 'tuan', 'rumah', 'kemenpora', 'dan', 'pssi', 'mematangkan', 'persiapan', 'piala', 'dunia', 'kamu', 'berjuangmembangunnegeri']","['indonesia', 'tuan', 'rumah', 'kemenpora', 'pssi', 'mematangkan', 'persiapan', 'piala', 'berjuangmembangunnegeri']",indonesia tuan rumah kemenpora pssi mematangkan persiapan piala berjuangmembangunnegeri
zuebex,2022-04-15 16:01:04+00:00,@iIhamzada Diusutlah @PSSI malu2in calon tuan rumah Piala Dunia U-20 nantinya masa kek gini. #stoprasisme,Diusutlah maluin calon tuan rumah Piala Dunia nantinya masa kek gini stoprasisme,"['Diusutlah', 'maluin', 'calon', 'tuan', 'rumah', 'Piala', 'Dunia', 'nantinya', 'masa', 'seperti', 'gini', 'stoprasisme']","['diusutlah', 'maluin', 'calon', 'tuan', 'rumah', 'piala', 'dunia', 'nantinya', 'masa', 'seperti', 'gini', 'stoprasisme']","['diusutlah', 'maluin', 'calon', 'tuan', 'rumah', 'piala', 'gini', 'stoprasisme']",diusutlah maluin calon tuan rumah piala gini stoprasisme
lutfiraun_,2022-04-15 11:28:17+00:00,"Bentar lagi jadi tuan rumah piala dunia u-20 loh, kalo kelakuan suporternya masih alay gini memalukan sih. Sekarang udah ada UU TPKS harusnya bisa dipake buat ini juga kan?",Bentar lagi jadi tuan rumah piala dunia u  loh kalo kelakuan suporternya masih alay gini memalukan sih Sekarang udah ada UU TPKS harusnya bisa dipake buat ini juga kan,"['Bentar', 'lagi', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'kamu', 'loh', 'kalau', 'kelakuan', 'suporternya', 'masih', 'norak', 'gini', 'memalukan', 'sih', 'Sekarang', 'sudah', 'ada', 'UU', 'TPKS', 'harusnya', 'bisa', 'dipake', 'buat', 'ini', 'juga', 'kan']","['bentar', 'lagi', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'kamu', 'loh', 'kalau', 'kelakuan', 'suporternya', 'masih', 'norak', 'gini', 'memalukan', 'sih', 'sekarang', 'sudah', 'ada', 'uu', 'tpks', 'harusnya', 'bisa', 'dipake', 'buat', 'ini', 'juga', 'kan']","['bentar', 'tuan', 'rumah', 'piala', 'loh', 'kelakuan', 'suporternya', 'norak', 'gini', 'memalukan', 'uu', 'tpks', 'dipake']",bentar tuan rumah piala loh kelakuan suporternya norak gini memalukan uu tpks dipake
sportstarsdotid,2022-04-13 05:16:23+00:00,"Michel Salgado yakin IYC 2021 bisa jadi bukti kesiapan Indonesia menjadi tuan rumah Piala Dunia U-20 2023
https://t.co/mMUML7uTX2",Michel Salgado yakin IYC  bisa jadi bukti kesiapan Indonesia menjadi tuan rumah Piala Dunia ,"['Michel', 'Salgado', 'yakin', 'IYC', 'bisa', 'jadi', 'bukti', 'kesiapan', 'Indonesia', 'menjadi', 'tuan', 'rumah', 'Piala', 'Dunia']","['michel', 'salgado', 'yakin', 'iyc', 'bisa', 'jadi', 'bukti', 'kesiapan', 'indonesia', 'menjadi', 'tuan', 'rumah', 'piala', 'dunia']","['michel', 'salgado', 'iyc', 'bukti', 'kesiapan', 'indonesia', 'tuan', 'rumah', 'piala']",michel salgado iyc bukti kesiapan indonesia tuan rumah piala
jawapos,2022-04-12 04:54:08+00:00,"Tuan Rumah Piala Dunia U-20, Pemkot Surabaya Beli Genset Rp 4,2 Miliar https://t.co/YtWem1LH38",Tuan Rumah Piala Dunia Pemkot Surabaya Beli Genset Rp   Miliar,"['Tuan', 'Rumah', 'Piala', 'Dunia', 'Pemkot', 'Surabaya', 'Beli', 'Genset', 'Rp', 'Miliar']","['tuan', 'rumah', 'piala', 'dunia', 'pemkot', 'surabaya', 'beli', 'genset', 'rp', 'miliar']","['tuan', 'rumah', 'piala', 'pemkot', 'surabaya', 'beli', 'genset', 'miliar']",tuan rumah piala pemkot surabaya beli genset miliar
tvOneNews,2022-04-09 12:30:49+00:00,"Persiapan menyambut Piala Dunia U-20 tahun depan terus digelar. PSSI mengecek salah satu tempat latihan, Stadion Bangkalan. Indonesia ditunjuk menjadi tuan rumah Piala Dunia U-20. Pesta sepakbola sejagad untuk kelompok umur di bawah 20 tahun itu semestinya berlangsung tahun 2021 https://t.co/Jycum9RvKl",Persiapan menyambut Piala Dunia tahun depan terus digelar PSSI mengecek salah satu tempat latihan Stadion Bangkalan Indonesia ditunjuk menjadi tuan rumah Piala Dunia Pesta sepakbola sejagad untuk kelompok umur di bawah  tahun itu semestinya berlangsung tahun ,"['Persiapan', 'menyambut', 'Piala', 'Dunia', 'tahun', 'depan', 'terus', 'digelar', 'PSSI', 'mengecek', 'salah', 'satu', 'tempat', 'latihan', 'Stadion', 'Bangkalan', 'Indonesia', 'ditunjuk', 'menjadi', 'tuan', 'rumah', 'Piala', 'Dunia', 'Pesta', 'sepakbola', 'sejagad', 'untuk', 'kelompok', 'umur', 'di', 'bawah', 'tahun', 'itu', 'semestinya', 'berlangsung', 'tahun']","['persiapan', 'menyambut', 'piala', 'dunia', 'tahun', 'depan', 'terus', 'digelar', 'pssi', 'mengecek', 'salah', 'satu', 'tempat', 'latihan', 'stadion', 'bangkalan', 'indonesia', 'ditunjuk', 'menjadi', 'tuan', 'rumah', 'piala', 'dunia', 'pesta', 'sepakbola', 'sejagad', 'untuk', 'kelompok', 'umur', 'di', 'bawah', 'tahun', 'itu', 'semestinya', 'berlangsung', 'tahun']","['persiapan', 'menyambut', 'piala', 'tahun', 'digelar', 'pssi', 'mengecek', 'salah', 'latihan', 'stadion', 'bangkalan', 'indonesia', 'tuan', 'rumah', 'piala', 'pesta', 'sepakbola', 'sejagad', 'kelompok', 'umur', 'tahun', 'semestinya', 'tahun']",persiapan menyambut piala tahun digelar pssi mengecek salah latihan stadion bangkalan indonesia tuan rumah piala pesta sepakbola sejagad kelompok umur tahun semestinya tahun
tvOneNews,2022-04-06 06:53:45+00:00,"Indonesia Siap Jadi Tuan Rumah Piala Dunia U-20 2023 | tvOne

Ketum PSSI sikapi keputusan FIFA menunjuk Indonesia jadi tuan rumah Piala Dunia U-20 dengan target juara. Mochamad Iriawan, beri target baru bagi tim nasional Indonesia di ajang Piala Dunia U-20 2023. https://t.co/kHzNmWrcxr",Indonesia Siap Jadi Tuan Rumah Piala Dunia  tvOne Ketum PSSI sikapi keputusan FIFA menunjuk Indonesia jadi tuan rumah Piala Dunia dengan target juara Mochamad Iriawan beri target baru bagi tim nasional Indonesia di ajang Piala Dunia ,"['Indonesia', 'Siap', 'Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'tvOne', 'Ketum', 'PSSI', 'sikapi', 'keputusan', 'FIFA', 'menunjuk', 'Indonesia', 'jadi', 'tuan', 'rumah', 'Piala', 'Dunia', 'dengan', 'target', 'juara', 'Mochamad', 'Iriawan', 'beri', 'target', 'baru', 'bagi', 'tim', 'nasional', 'Indonesia', 'di', 'ajang', 'Piala', 'Dunia']","['indonesia', 'siap', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'tvone', 'ketum', 'pssi', 'sikapi', 'keputusan', 'fifa', 'menunjuk', 'indonesia', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'dengan', 'target', 'juara', 'mochamad', 'iriawan', 'beri', 'target', 'baru', 'bagi', 'tim', 'nasional', 'indonesia', 'di', 'ajang', 'piala', 'dunia']","['indonesia', 'tuan', 'rumah', 'piala', 'tvone', 'ketum', 'pssi', 'sikapi', 'keputusan', 'fifa', 'indonesia', 'tuan', 'rumah', 'piala', 'target', 'juara', 'mochamad', 'iriawan', 'target', 'tim', 'nasional', 'indonesia', 'ajang', 'piala']",indonesia tuan rumah piala tvone ketum pssi sikapi keputusan fifa indonesia tuan rumah piala target juara mochamad iriawan target tim nasional indonesia ajang piala
tvrinewscom,2022-04-05 08:05:46+00:00,"#TVRINews Menpora : Banyak Keuntungan Indonesia Jadi Tuan Rumah Piala Dunia U-20

https://t.co/hHAGJYPtQX",TVRINews Menpora Banyak Keuntungan Indonesia Jadi Tuan Rumah Piala Dunia,"['TVRINews', 'Menpora', 'Banyak', 'Keuntungan', 'Indonesia', 'Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia']","['tvrinews', 'menpora', 'banyak', 'keuntungan', 'indonesia', 'jadi', 'tuan', 'rumah', 'piala', 'dunia']","['tvrinews', 'menpora', 'keuntungan', 'indonesia', 'tuan', 'rumah', 'piala']",tvrinews menpora keuntungan indonesia tuan rumah piala
tvrinewscom,2022-04-05 07:52:42+00:00,"#TVRINews Menpora : Banyak Keuntungan Indonesia Jadi Tuan Rumah Piala Dunia U-20

https://t.co/iDTTZJPa5H",TVRINews Menpora Banyak Keuntungan Indonesia Jadi Tuan Rumah Piala Dunia,"['TVRINews', 'Menpora', 'Banyak', 'Keuntungan', 'Indonesia', 'Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia']","['tvrinews', 'menpora', 'banyak', 'keuntungan', 'indonesia', 'jadi', 'tuan', 'rumah', 'piala', 'dunia']","['tvrinews', 'menpora', 'keuntungan', 'indonesia', 'tuan', 'rumah', 'piala']",tvrinews menpora keuntungan indonesia tuan rumah piala
Rizaldihandayan,2022-04-02 09:56:41+00:00,"@iIhamzada Nonton piala dunia level U-20 dulu bang taun depan, mumpung indo tuan rumah😁",Nonton piala dunia level dulu bang taun depan mumpung indo tuan rumah,"['Nonton', 'piala', 'dunia', 'level', 'dulu', 'bang', 'tahun', 'depan', 'selagi', 'indo', 'tuan', 'rumah']","['nonton', 'piala', 'dunia', 'level', 'dulu', 'bang', 'tahun', 'depan', 'selagi', 'indo', 'tuan', 'rumah']","['nonton', 'piala', 'level', 'tahun', 'selagi', 'indo', 'tuan', 'rumah']",nonton piala level tahun selagi indo tuan rumah
agungharsya,2022-03-24 05:25:41+00:00,"@Jerseyforum Atau pas nanti jadi tuan rumah Piala Dunia U-20 tahun depan. Kalau memang pilih desain jersey retro, kira-kira pasnya milih momen yang mana?",Atau pas nanti jadi tuan rumah Piala Dunia tahun depan Kalau memang pilih desain jersey retro kira kira pasnya milih momen yang mana,"['Atau', 'pas', 'nanti', 'jadi', 'tuan', 'rumah', 'Piala', 'Dunia', 'tahun', 'depan', 'Kalau', 'memang', 'pilih', 'desain', 'jersey', 'retro', 'kira', 'kira', 'pasnya', 'milih', 'momen', 'yang', 'mana']","['atau', 'pas', 'nanti', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'tahun', 'depan', 'kalau', 'memang', 'pilih', 'desain', 'jersey', 'retro', 'kira', 'kira', 'pasnya', 'milih', 'momen', 'yang', 'mana']","['pas', 'tuan', 'rumah', 'piala', 'tahun', 'pilih', 'desain', 'jersey', 'retro', 'pasnya', 'milih', 'momen']",pas tuan rumah piala tahun pilih desain jersey retro pasnya milih momen
timescoid,2022-03-23 15:21:02+00:00,"Stadion GBT Makin Siap jadi Tuan Rumah Piala Dunia U-20: Dinas Kebudayaan, Kepemudaan dan Olahraga serta Pariwisata (DKKORP) Kota Surabaya terus melakukan pemeliharaan Stadion Gelora Bung Tomo (GBT) untuk… https://t.co/QfRqezKQbg #beritabaik #timesindonesia #ketahananinformasi",Stadion GBT Makin Siap jadi Tuan Rumah Piala Dunia Dinas Kebudayaan Kepemudaan dan Olahraga serta Pariwisata DKKORP Kota Surabaya terus melakukan pemeliharaan Stadion Gelora Bung Tomo GBT untuk beritabaik timesindonesia ketahananinformasi,"['Stadion', 'GBT', 'Makin', 'Siap', 'jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia', 'Dinas', 'Kebudayaan', 'Kepemudaan', 'dan', 'Olahraga', 'serta', 'Pariwisata', 'DKKORP', 'Kota', 'Surabaya', 'terus', 'melakukan', 'pemeliharaan', 'Stadion', 'Gelora', 'Bung', 'Tomo', 'GBT', 'untuk', 'beritabaik', 'timesindonesia', 'ketahananinformasi']","['stadion', 'gbt', 'makin', 'siap', 'jadi', 'tuan', 'rumah', 'piala', 'dunia', 'dinas', 'kebudayaan', 'kepemudaan', 'dan', 'olahraga', 'serta', 'pariwisata', 'dkkorp', 'kota', 'surabaya', 'terus', 'melakukan', 'pemeliharaan', 'stadion', 'gelora', 'bung', 'tomo', 'gbt', 'untuk', 'beritabaik', 'timesindonesia', 'ketahananinformasi']","['stadion', 'gbt', 'tuan', 'rumah', 'piala', 'dinas', 'kebudayaan', 'kepemudaan', 'olahraga', 'pariwisata', 'dkkorp', 'kota', 'surabaya', 'pemeliharaan', 'stadion', 'gelora', 'tomo', 'gbt', 'beritabaik', 'timesindonesia', 'ketahananinformasi']",stadion gbt tuan rumah piala dinas kebudayaan kepemudaan olahraga pariwisata dkkorp kota surabaya pemeliharaan stadion gelora tomo gbt beritabaik timesindonesia ketahananinformasi
rakyatmerdeka,2022-03-22 08:48:49+00:00,Menpora Pastikan Indonesia Siap Jadi Tuan Rumah Piala Dunia U-20 https://t.co/dInehKzcb6,Menpora Pastikan Indonesia Siap Jadi Tuan Rumah Piala Dunia,"['Menpora', 'Pastikan', 'Indonesia', 'Siap', 'Jadi', 'Tuan', 'Rumah', 'Piala', 'Dunia']","['menpora', 'pastikan', 'indonesia', 'siap', 'jadi', 'tuan', 'rumah', 'piala', 'dunia']","['menpora', 'pastikan', 'indonesia', 'tuan', 'rumah', 'piala']",menpora pastikan indonesia tuan rumah piala
suportergaruda_,2022-03-22 08:16:36+00:00,"Timnas Indonesia U-19 disiapkan untuk tampil di Piala Dunia U-20 2023 yang akan datang. Dengan status sebagai tuan rumah, Indonesia ingin berbicara banyak sehingga menyiapkan tim dengan sangat serius.",Timnas Indonesia U  disiapkan untuk tampil di Piala Dunia  yang akan datang Dengan status sebagai tuan rumah Indonesia ingin berbicara banyak sehingga menyiapkan tim dengan sangat serius,"['Timnas', 'Indonesia', 'U', 'disiapkan', 'untuk', 'tampil', 'di', 'Piala', 'Dunia', 'yang', 'akan', 'datang', 'Dengan', 'status', 'sebagai', 'tuan', 'rumah', 'Indonesia', 'ingin', 'berbicara', 'banyak', 'sehingga', 'menyiapkan', 'tim', 'dengan', 'sangat', 'serius']","['timnas', 'indonesia', 'u', 'disiapkan', 'untuk', 'tampil', 'di', 'piala', 'dunia', 'yang', 'akan', 'datang', 'dengan', 'status', 'sebagai', 'tuan', 'rumah', 'indonesia', 'ingin', 'berbicara', 'banyak', 'sehingga', 'menyiapkan', 'tim', 'dengan', 'sangat', 'serius']","['timnas', 'indonesia', 'disiapkan', 'tampil', 'piala', 'status', 'tuan', 'rumah', 'indonesia', 'berbicara', 'tim', 'serius']",timnas indonesia disiapkan tampil piala status tuan rumah indonesia berbicara tim serius
iam_romans,2022-03-21 05:03:19+00:00,"@MIRHibim_ @AchmdIvnn @UpdateBolabola Jujur saja, berdasarkan sejarah 'keikutsertaan' di Piala Dunia U-20, gue menganggap Indonesia di Piala Dunia nanti adalah negara terlemah, karena Indonesia jarang banget tampil di Piala Dunia U-20, dan lolos pun lewat jalur tuan rumah, bukan dari kualifikasi zona Asia.",Jujur saja berdasarkan sejarah keikutsertaan di Piala Dunia gue menganggap Indonesia di Piala Dunia nanti adalah negara terlemah karena Indonesia jarang banget tampil di Piala Dunia dan lolos pun lewat jalur tuan rumah bukan dari kualifikasi zona Asia,"['Jujur', 'saja', 'berdasarkan', 'sejarah', 'keikutsertaan', 'di', 'Piala', 'Dunia', 'saya', 'menganggap', 'Indonesia', 'di', 'Piala', 'Dunia', 'nanti', 'adalah', 'negara', 'terlemah', 'karena', 'Indonesia', 'jarang', 'banget', 'tampil', 'di', 'Piala', 'Dunia', 'dan', 'lolos', 'pun', 'lewat', 'jalur', 'tuan', 'rumah', 'bukan', 'dari', 'kualifikasi', 'zona', 'Asia']","['jujur', 'saja', 'berdasarkan', 'sejarah', 'keikutsertaan', 'di', 'piala', 'dunia', 'saya', 'menganggap', 'indonesia', 'di', 'piala', 'dunia', 'nanti', 'adalah', 'negara', 'terlemah', 'karena', 'indonesia', 'jarang', 'banget', 'tampil', 'di', 'piala', 'dunia', 'dan', 'lolos', 'pun', 'lewat', 'jalur', 'tuan', 'rumah', 'bukan', 'dari', 'kualifikasi', 'zona', 'asia']","['jujur', 'berdasarkan', 'sejarah', 'keikutsertaan', 'piala', 'menganggap', 'indonesia', 'piala', 'negara', 'terlemah', 'indonesia', 'jarang', 'banget', 'tampil', 'piala', 'lolos', 'jalur', 'tuan', 'rumah', 'kualifikasi', 'zona', 'asia']",jujur berdasarkan sejarah keikutsertaan piala menganggap indonesia piala negara terlemah indonesia jarang banget tampil piala lolos jalur tuan rumah kualifikasi zona asia
chatnews_id,2022-03-20 14:40:32+00:00,"Tahun depan, Indonesia akan menjadi tuan rumah Piala Dunia U-20.
https://t.co/Ta2LcjKZXR",Tahun depan Indonesia akan menjadi tuan rumah Piala Dunia,"['Tahun', 'depan', 'Indonesia', 'akan', 'menjadi', 'tuan', 'rumah', 'Piala', 'Dunia']","['tahun', 'depan', 'indonesia', 'akan', 'menjadi', 'tuan', 'rumah', 'piala', 'dunia']","['tahun', 'indonesia', 'tuan', 'rumah', 'piala']",tahun indonesia tuan rumah piala
